Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE
522847,0.057231505,0.007036142,0.026000797,0.130978948,0,0.121137751,0,0,0.042535261,0,0.100548807,0.049414982,0.057037678,0,0,0.00412314,0,0.001033036,0.021219328,0,0,0.381702626,0,0.889088359,0.536458761
521677,0.056170972,0.044382778,0.04494199,0.132184914,0,0.136772333,0.04377175,0,0.033607344,0,0.146061833,0.039128115,0.020840357,0,0,0.001715805,0,0.004137619,0.02423057,0,0,0.272053621,0,0.776503493,0.673511752
522011,0.04518667,0.021962563,0.015008924,0.180517662,0,0.076469331,0,0.018490772,0.021076678,0.00130948,0,0.130012684,0,0,0.001674095,0.024061311,0,0.003855281,0,0.053867355,0,0.406507193,0,0.831846531,0.597417804
522107,0.065592105,0,0.024642511,0.100093982,0.052662865,0.236844784,0.000102651,0,0.008222125,0,0.050894331,0.028930722,0.045399314,0,0,0.007793734,0,0.003317575,0.016744065,0,0,0.358759237,0,0.90738653,0.526158822
523425,0.049439817,0.000789146,0.014734439,0.155124866,0.019456221,0.138333881,0.001031811,0,0.029624938,0,0.038515968,0.002838029,0.046505233,0,0,0.001718964,0,0.002322496,0.013760131,0,0,0.48580406,0,0.886139775,0.502549702
523975,0.063314718,0,0.022876785,0.171672107,0.013776907,0.112784447,0.028009712,0,0,0,0.116050303,0.002035085,0,0,0,0.006813673,0,0.00496563,0.020710532,0,0.015676028,0.421314071,0,0.901821689,0.510550523
524470,0.013697561,0.003068566,0.009059567,0.127788797,0,0.062350836,0,0,0.045468619,0,0.031017282,0.063858883,0,0,0,0.004404566,0,0.004869406,0,0,0,0.634415917,0,0.925129555,0.396574126
525013,0.029637517,0.010411544,0.018269386,0.139651858,0.069186719,0.148206528,0,0,0.00871871,0,0.08928291,0.034332221,0.055105871,0,0,0.013206482,0,0,0.01664725,0,0,0.367343003,0,0.920168315,0.502718114
524778,0.099227484,0.006587005,0.023367412,0.125295691,0.01666571,0.156126034,0,0,0.020354511,0,0.030599271,0.045473607,0.057604488,0,0,0.008035042,0,0.001792254,0.024415919,0,0,0.384455573,0,0.896592654,0.532208645
551421,0.06989869,0,0.025137788,0.150052957,0,0.144520898,0,0,0.032347215,0,0.042538871,0.059455145,0.023230957,0,0,0.015204634,0,0.002953567,0.012983585,0,0,0.421675693,0,0.892294862,0.522072109
525173,0.063293572,0.018510706,0.034431299,0.092201806,0,0.10464131,0.009075034,0,0.03287704,0,0.086763371,0.036565455,0.078373917,0,0,0.008327079,0,0.005033745,0.011526465,0,0,0.418379201,0,0.883524984,0.531498192
525439,0.038121381,0.010433648,0.010376807,0.123046453,0,0.100238159,0.001671003,0,0.037748789,0,0.07902794,0.032889408,0.031754621,0.007515048,0,0,0,0,0.014887023,0,0,0.512289721,0,0.919016245,0.445452854
524908,0.022520984,0.014253529,0.015716539,0.091811226,0,0.06816972,0.010941615,0,0.004049619,0.005587474,0.023380838,0.032164852,0,0,0,0,0,0.006630064,0,0.045351467,0,0.659422075,0,0.896193525,0.450815763
523990,0.027084659,0.004595423,0.005209984,0.126758489,0.040080293,0.112727189,0,0,0.02519517,0,0.039531867,0.051004541,0.046052536,0,0,0.003186203,0,0.001567294,0.02295551,0,0,0.494050843,0,0.936811398,0.422746212
526058,0.045721246,0.005745501,0.027166758,0.150098316,0,0.016414256,0.017585908,0,0.054358449,0,0.042603928,0.047097492,0,0,0,0.004690756,0,0.007985565,0.028093896,0,0,0.55243793,0,0.879585661,0.499112305
525979,0.075823857,0,0.014577521,0.074406336,0.043099711,0.145140634,0,0,0.014878631,0,0.033028164,0.028044375,0.086286659,0,0,0,0,0.004713711,0.027422242,0,0,0.452578159,0,0.934882556,0.446720993
527330,0.094614761,0,0.017711495,0.145845171,0.046935054,0.150559309,0.005675491,0,0.006742889,0,0.058743371,0.02337365,0.019552524,0,0,0.003528678,0,0.001543876,0.006193878,0,0,0.418979853,0,0.926103138,0.477817811
524614,0.010821159,0.010910427,0.011479074,0.148115734,0,0.116494944,0.002212533,0,0.041525428,0,0.068742979,0.04983394,0,0,0,0,0,0.004029692,0,0,0,0.53583409,0,0.89962094,0.467976305
524950,0.095716306,0.018551653,0.036277986,0.136523052,0,0.183927873,0,0,0.046840303,0,0.031684607,0.032509389,0.09652556,0,0,0.002512806,0,0.00157774,0.010222156,0,0,0.30713057,0,0.875715091,0.578413227
526622,0.049308467,0.003349696,0.024611777,0.148252733,0.05234255,0.15636927,0.001036118,0,0.042120017,0,0.039542279,0.022695555,0.028655643,0,0,0.000189177,0,0.000747763,0.02179243,0,0,0.408986526,0,0.910247806,0.50220599
525843,0.099434774,0.011145334,0.023025423,0.136566071,0.003023701,0.183276851,0,0,0.018885085,0,0.110716934,0.043000411,0.072965408,0.00016926,0,0.005524698,0,0,0.007398423,0,0,0.284867629,0,0.884780389,0.570630107
526109,0.025511443,0.014915567,0.040606149,0.324807633,0,0.088417493,0,0.019099752,0.02326437,0.075170163,0,0.096501915,0,0,0.003530215,0,0,0.00942254,0,0.052009122,0,0.226743638,0,0.49581897,0.870610886
500194,0.054504805,0.004160742,0.022030186,0.124801227,0.067371183,0.17253343,0,0,0.014299839,0,0.090369074,0.040044049,0.018961131,0,0,0.005908937,0,0.002743867,0.010647366,0,0,0.371624162,0,0.897275731,0.529854551
501711,0.028038629,0.027251224,0.016515275,0.100354584,0.024754695,0.087169097,0.003675852,0,0.016792464,0,0.038769334,0.021059468,0.042972078,0,0,0.005694594,0,0.000490571,0.020468977,0,0,0.565993159,0,0.8995472,0.459555388
500634,0.07772913,0.02299263,0.016853463,0.132600956,0.041283806,0.142044457,0,0,0.032745458,0,0,0.057814878,0.049602018,0,0,0.00706501,0,0.000222595,0.029975457,0,0,0.389070141,0,0.907284124,0.518949052
500235,0.064330744,0,0.015831367,0.138782624,0.062483972,0.150864193,0,0,0.015665935,0,0.063021171,0.029822973,0,0,0,0.012614201,0,0.000980725,0.02277275,0,0,0.422829344,0,0.926999882,0.477032234
500652,0.060716234,0,0.017458457,0.180067824,0.002941495,0.129450885,0,0,0.001244699,0,0.078119756,0.040858201,0.012390405,0,0,0.002724976,0,0.004974559,0.00748869,0,0,0.461563819,0,0.915801873,0.470655167
500216,0.076284144,0.000654289,0.011175438,0.070645092,0.099364306,0.173996207,0,0,0.000665571,0,0.039577594,0.015130602,0,0,0,0.005037615,0,0.003096029,0.015622413,0,0,0.4887507,0,0.92036703,0.456662586
500580,0.02707503,0.016045142,0.010836221,0.112476509,0.041521376,0.159746999,0,0,0.002030564,0,0.079683176,0.026914043,0.048317215,0,0,0.008230931,0,0.0020933,0.033524452,0,0,0.431505044,0,0.914056279,0.48674974
500550,0.071810591,0,0.015985066,0.116632984,0.064359613,0.132254825,0,0,0.006790835,0,0.076682998,0.052005726,0.053492937,0,0,0.005169356,0,0.000368652,0.023692967,0,0,0.380753451,0,0.914265243,0.50860015
500726,0.059740209,0.019677174,0.034543194,0.202696165,0.040683317,0.14447815,0,0,0.055610426,0,0.079611868,0.02447012,0.051967422,0,0,0.005503899,0,0.001903352,0.018654371,0,0,0.260460333,0,0.899835617,0.563565941
500418,0.051996364,0.009497229,0.018068706,0.165107193,0,0.136378512,0.003088959,0,0.016258088,0,0.058748381,0.06107313,0.030033099,0,0.014498732,0.017231264,0,0.00224406,0,0.005947576,0,0.409828708,0,0.820495472,0.604419057
501122,0.049755008,0,0.018761243,0.105157482,0.050520824,0.110145454,0,0,0.009017569,0,0.078236727,0.046076508,0.051613941,0,0,0.005024365,0,0.001164311,0.010447666,0,0,0.464078903,0,0.896123207,0.496264277
500605,0.111117067,0,0.018993092,0.076335009,0.046758629,0.135505896,0,0,0.04568367,0,0.037897094,0.024544391,0.080192455,0.005059421,0,0,0,0.001305042,0.009701022,0,0,0.406907212,0,0.902178156,0.512532525
500889,0.102120836,0.010269757,0.018602686,0.160820713,0.044790726,0.174197159,0,0,0.010867802,0,0.127100695,0.041535022,0.054443171,0,0,0.004668413,0,0.001388119,0.024053016,0,0,0.225141887,0,0.898747395,0.570265281
501691,0.049962498,0.002632699,0.014427388,0.147374035,0.059803661,0.121724794,0.002493931,0,0.018594073,0,0.108606048,0.025356308,0.088334514,0.010188617,0,0.006181509,0,0.002251985,0,0.013534403,0,0.328533536,0,0.863689905,0.577081272
501221,0.109751323,0,0.022245649,0.135651614,0.023685765,0.175890881,0.006345005,0,0.022102193,0,0.022424608,0.01401619,0.02913038,0,0,0.01127454,0,0.008528899,0.032756611,0,0,0.386196343,0,0.920978037,0.506361105
502005,0.064567773,0.007255036,0.027132819,0.141528454,0.044110536,0.158303824,0,0,0.008819225,0,0.034883699,0.072248882,0.061076326,0,0,0.011885355,0,0.002862739,0.026917417,0,0,0.338407915,0,0.91508984,0.528947339
502360,0.043897907,0.014209514,0.019861832,0.079748499,0.00682386,0.19115215,0,0,0.021935438,0,0.023888096,0.041491306,0.023136911,0,0,0.01239678,0,0.004980252,0,0,0,0.516477455,0,0.914487893,0.45369798
501881,0.066268827,0.010833492,0.0336804,0.218527708,0,0.248204919,0,0,0,0,0.101551183,0.038460199,0.009629504,0,0,0.015399523,0,0.005000477,0.010739542,0,0,0.241704226,0,0.8702826,0.584954716
502895,0.025475669,0.005191167,0.012417446,0.141025892,0.026179214,0.103907495,0,0,0.031629122,0,0.02329757,0.060036658,0.017093211,0,0,0.009910075,0,0.002386035,0.015785914,0,0,0.525664531,0,0.933598097,0.417415411
501488,0.085793493,0,0.038768473,0.148121143,0.0249773,0.093428089,0,0,0.032589094,0,0,0.057865825,0,0,0,0.008134409,0,0.004884225,0.024248777,0,0,0.481189172,0,0.905242827,0.48690565
503437,0.038053111,0.008725344,0.017347172,0.16954159,0.012082428,0.087468277,0,0,0.047382248,0,0.028770859,0.050598923,0.015871735,0.001335079,0,0,0,0.001106426,0.022693071,0,0,0.499023739,0,0.924713943,0.445039975
501253,0.120862825,0,0.041916588,0.225090385,0.052123116,0.161017075,0,0,0.028369149,0,0.069872673,0.100391308,0.045798112,0,0,0,0,0.002562873,0,0,0,0.151995897,0,0.901904325,0.56309272
501496,0.089890429,0,0.011633878,0.160197732,0.099111362,0.213737115,0.003143325,0,0.003937411,0,0.038785019,0.025625475,0.064680953,0,0,0.00310211,0,0.003038743,0.019111754,0,0,0.264004694,0,0.896611653,0.56262581
503112,0.044142865,0.005931148,0.00935822,0.05284497,0.032892673,0.104772128,0,0,0.01797922,0,0.032692247,0.037134051,0.105198575,0.00226634,0,0.00212595,0,0.001792774,0.001388181,0,0,0.549480658,0,0.801256282,0.600762543
503612,0.023076707,0.000174836,0.012129326,0.089937263,0.014289766,0.112450818,0,0,0.015040371,0,0.050675452,0.058945695,0,0,0,0.009172077,0,0.003024395,0,0.027927006,0,0.583156288,0,0.917492201,0.425814413
503899,0.104419136,0,0.027116154,0.072066005,0.029600793,0.118472892,0,0,0.027346869,0,0.033463039,0.023659437,0.04319943,0.013082531,0,0,0,0.003565766,0.007766832,0,0,0.496241116,0,0.934424526,0.429889705
502559,0.056397548,0,0.013907324,0.109798776,0.02149842,0.068163171,0,0,0.055726663,0,0.063155521,0.030560076,0.064254207,0.003063267,0,0.001327559,0,8.00256897271581e-05,0.006796589,0,0,0.505270852,0,0.850535565,0.544825545
503308,0.03657265,0.014376615,0.013796708,0.085864407,0.005463279,0.084659213,0,0,0.026953877,0,0.024938278,0.03276052,0.049046013,0,0,0.001572138,0,0.003172893,0.025341504,0,0,0.595481905,0,0.891779641,0.465494421
503315,0.034308573,0,0.017494225,0.135619413,0.085947732,0.147091467,0,0,0.020905217,0,0.001935828,0.039444063,0.046603475,0,0,0.005987591,0,0.001229657,0.029669797,0,0,0.433762963,0,0.933430451,0.458413705
503733,0.063946084,0,0.02223651,0.149821982,0.052875727,0.155297043,0,0,0.018874673,0,0.045502584,0.049975312,0.033449142,0,0,0.012567961,0,0.000458586,0.020001324,0,0,0.374993075,0,0.929706522,0.494022128
504965,0.027268887,0.039630638,0.027438923,0.156878658,0,0.155428048,0.021730553,0,0.020128451,0,0.111273383,0.045845443,0,0,0,0,0,0.008853654,0.016014914,0,0,0.369508449,0,0.875407712,0.556886335
505090,0.088162144,0,0.028580968,0.103769349,0.099261868,0.234387527,0,0,0.025578473,0,0.05645051,0.059782142,0.030010764,0,0,0.00426209,0,0.002140155,0.004218128,0,0,0.263395881,0,0.898492665,0.561461249
503580,0.070325563,0,0.011860211,0.111939408,0.031256056,0.137795919,0,0,0.032930286,0,0.056278631,0.059373427,0.013690097,0,0,0.01006879,0,0.001246992,0.016665358,0,0,0.446569261,0,0.923897337,0.470603251
505436,0.058313607,0.021375007,0.026618593,0.123529152,0.024197538,0.137643674,0.001183023,0,0.024166208,0,0.102628401,0.072061117,0.03391,0,0,0.004028469,0,0.000444153,0.021396703,0,0,0.348504356,0,0.922305373,0.511488789
505981,0.086523383,0,0.022429146,0.087387422,0.066166195,0.17988026,0,0,0.00273067,0,0.025336467,0.034428422,0.015434115,0,0,0.0135989,0,0.00581866,0.020661964,0,0,0.439604395,0,0.889163453,0.521350029
505317,0.062719515,0,0.015533353,0.118932557,0.033050766,0.17449516,0,0,0.008197528,0,0.038948449,0.036514924,0.029808316,0,0,0.012414838,0,0.001858472,0.019273218,0,0,0.448252906,0,0.924762916,0.467473146
505555,0.032043432,0.003295261,0.024567945,0.115272264,0.105212879,0.148128031,0.000897774,0,0.023743648,0,0.043070026,0.029235769,0.030348066,0,0,0.017929006,0,0.001515339,0.023264368,0,0,0.401476192,0,0.850648885,0.574539659
505751,0.073263343,0,0.032405122,0.168480624,0,0.118953896,0.008847877,0,0.058931976,0,0.016311208,0.057388367,0.034474989,0,0,0,0,0.001663933,0.021240276,0,0,0.408038387,0,0.843234546,0.582986545
505535,0.032964707,0.024638136,0.030885286,0.169375105,0,0.140382569,0.006265923,0,0.034634133,0,0.021795011,0.071431903,0.000336561,0,0,0,0,0.006834653,0,0,0,0.460456013,0,0.858083778,0.550277934
504766,0.035133323,0.02979302,0.043693893,0.350005419,0,0.049936941,0.014937915,0,0.059620805,0,0.137062008,0.10287319,0.104869058,0.008749563,0,0,0,0.001254496,0.021873359,0,0,0.04019701,0,0.784389195,0.655607118
506995,0.066507342,0,0.014483458,0.157529652,0.079300752,0.206409671,0,0,0.017177049,0,0.053300159,0.057514186,0.042612595,0,0,0.004175512,0,0.003141706,0.0094306,0,0,0.288417317,0,0.897084648,0.552421924
506774,0.015630699,0.004792472,0.037773868,0.157877606,0,0.116562031,0.017422737,0,0.040397863,0,0.044943273,0.071731292,0,0,0,0,0,0.011697699,0,0.039160514,0,0.442009946,0,0.481640761,0.891837602
506968,0.035074896,0.003514904,0.012583628,0.137337732,0.092873058,0.099144236,0.001807383,0,0.012806291,0,0.14737561,0.032418695,0.058404171,0,0,0.004960846,0,0.004863101,0.014146789,0,0,0.342688661,0,0.908434554,0.519812986
507630,0.06490056,0.006847316,0.027505656,0.138262277,0.033165539,0.139210757,0.010380973,0,0.018136574,0,0.060239273,0.015073992,0,0,0,0.013763459,0,0.009350142,0.026958192,0,0,0.43620529,0,0.915253641,0.492195001
507664,0.043403281,0,0.015218438,0.109859455,0,0.096662522,0.034776112,0.000334522,0.030437536,0,0.066468487,0.06426431,0,0,0.000283529,0.002287647,0,0.000470621,0,0.01328601,0,0.522247528,0,0.910985749,0.458272069
508444,0.057263675,0,0.011246487,0.152821748,0.063215595,0.148563001,0,0,0.015208603,0,0.022119221,0.031975356,0.004862697,0,0,0.019651493,0,0,0.033667121,0,0,0.439405005,0,0.890170972,0.518238189
504379,0.06746197,0.03098388,0.035161178,0.334222539,0,0.091891238,0.002006661,0,0.062812146,0,0.040929241,0.037485541,0.061142838,0,0,0,0,0.00077643,0.015586011,0,0,0.219540326,0,0.818415636,0.636939531
508486,0.056809929,0.01097279,0.026691556,0.181631215,0,0.126661382,0.023701061,0,0.039564814,0,0.122171598,0.070775277,0.029266225,0,0,0,0,0.001527302,0.015342575,0,0,0.294884276,0,0.839463872,0.606111408
506481,0.027571481,0,0.015749894,0.173001795,0.103793675,0.159564284,0,0,0.027711603,0,0.068517658,0.03933944,0.031391377,0,0,0.00886895,0,0,0.014386324,0,0,0.330103519,0,0.926610968,0.503004982
508799,0.099891353,0,0.019511102,0.123492182,0.098894384,0.175627665,0,0,0.009993298,0,0.03583891,0.027833682,0.027002164,0,0,0.007993923,0,0.000934904,0.00982274,0,0,0.363163693,0,0.912394134,0.518112461
506954,0.128418788,0,0.030725654,0.129096885,0.029904741,0.178912379,0.011708842,0,0.017785781,0,0.120308225,0.015240484,0.075991322,0,0,0.004621187,0,0.000190656,0.02063362,0,0,0.236461437,0,0.920218818,0.55720189
508083,0.069846892,0.014854191,0.031063445,0.092797267,0,0.169783307,0,0,0.014898964,0,0.045700561,0.085615078,0.069456689,0,0,0.008795365,0,0.009222407,0,0,0,0.387965835,0,0.860166365,0.568090698
508705,0.031576238,0.013126128,0.011299524,0.166216956,0.025444937,0.161309125,0.000528512,0,0.004422373,0,0.125679405,0.03117122,0.04042002,0,0,0.008864265,0,0.001149596,0.012289199,0,0,0.366502502,0,0.929898873,0.485032623
509232,0.065790673,0.016217074,0.025592381,0.111184428,0.018374956,0.097377497,0.003861603,0,0.017960494,0,0.064759434,0.035942629,0.043911346,0,0,0.024123294,0,0.006960694,0.01712256,0,0,0.450820935,0,0.944130758,0.441028888
508533,0.054645417,0,0.013573099,0.134427844,0.061827157,0.171716659,0,0,0.010708748,0,0.103439633,0.036971061,0.035302582,0,0,0.004194475,0,0.002253816,0.010577985,0,0,0.360361525,0,0.922493456,0.500694326
508833,0.053505945,0.020026791,0.024674126,0.144550566,0,0.122839389,0,0,0.035106036,0,0.03610328,0.093886741,0.031854925,0,0,0.010376365,0,0.001771671,0.00964498,0,0,0.415659185,0,0.895450973,0.518972312
510284,0.059338662,0.012366995,0.022738137,0.2130269,0.134460514,0.178543632,0,0,0.011169091,0,0,0.084043625,0.042942057,0,0,0.007057115,0,0.002758568,0.027452935,0,0,0.20410177,0,0.877594086,0.588407621
509573,0.039888195,0,0.014557054,0.110871011,0.092985996,0.170072638,0,0,0.013416255,0,0.085259573,0,0.025464904,0.013045979,0,0.001349693,0,0.001571408,0.012627952,0,0,0.418889342,0,0.897523734,0.5107418
509425,0.059548953,0.009242179,0.033122461,0.292667995,0.007310339,0.099941484,0.003095449,0.001923053,0.078702556,0,0.060343582,0.082709398,0.030106146,0,0,0,0,0.001372173,0,0,0,0.239914231,0,0.88872785,0.560715414
510335,0.073185202,0,0.02477352,0.150072673,0.062759573,0.180044237,0,0,0.002505325,0,0.043747137,0.033903967,0.039731827,0,0,0.008312605,0,0.002488296,0.003559777,0,0,0.37491586,0,0.919592747,0.502485097
511908,0.045968061,0.014736378,0.024854698,0.075828857,0,0.113845414,0.012074595,0,0.018944938,0,0.053075863,0,0.03905697,0,0,0.013676832,0,0.00435747,0.033269842,0,0,0.550310081,0,0.924984121,0.423242593
510417,0.061706838,0,0.012767206,0.143743237,0.083954683,0.147759292,0,0,0.008586528,0,0.014752988,0.050332952,0.026699153,0,0,0.006582412,0,0.000712445,0.014639515,0,0,0.427762751,0,0.927457883,0.470430623
510572,0.043053082,0.039275832,0.029660317,0.108521578,0,0.122210822,0.000726999,0,0.014529359,0.054568789,0,0.024636109,0.025721215,0,0,0.004568211,0,0.006786123,0.024797585,0,0,0.500943979,0,0.841076339,0.56124047
512006,0.069053709,0,0.021481416,0.162107657,0.046157323,0.150531994,0,0,0.023551609,0,0.034757465,0.058036262,0.060234841,0,0,0.007017064,0,0.000842881,0.026090532,0,0,0.340137245,0,0.88640113,0.555926106
510537,0.124381097,0.013585963,0.041528012,0.193550915,0,0.163369298,0,0.002816518,0.061801092,0,0,0.060683345,0.03538993,0,0,0,0,0.004540951,0.010067978,0,0,0.288284901,0,0.725985097,0.709984262
512222,0.076795581,0,0.019130902,0.115607095,0.039569962,0.170811979,0,0,0,0,0.054447995,0.013918297,0.017854228,0,0,0,0,0.002499893,0.012197578,0,0,0.47716649,0,0.90666703,0.480182425
513052,0.054770144,0,0.018371403,0.133232871,0.057656928,0.159085992,0.01000164,0,0.005132479,0,0.06094891,0.013658742,0.032922541,0,0,0.008647488,0,0.002288231,0.008380192,0,0,0.43490244,0,0.910212082,0.490430457
511166,0.081200874,0,0.021921417,0.148566755,0,0.139025134,0,0,0.023407869,0,0.077901072,0.072474531,0.033044083,0,0,0.003485504,0,0.005539492,0.003982973,0,0,0.389450296,0,0.884560218,0.537821324
512567,0.102844613,0.007601736,0.039649297,0.204474153,0,0.196977901,0.002493052,0,0,0,0.008514397,0.020543344,0.016534105,0,0,0.003619334,0,0.004991939,0.019799661,0,0.001090581,0.370865887,0,0.843266412,0.591446768
513076,0.095214613,0.008999264,0.022228315,0.103322568,0.063457532,0.179264091,0,0,0.00443331,0,0.014540036,0.015215894,0.065085819,0,0,0.009543102,0,0.000117645,0.019874913,0,0,0.398702897,0,0.904367626,0.513714625
512517,0.016434456,0.010882551,0.011873337,0.107762683,0.01491033,0.116814671,0,0,0.019911216,0,0.01383705,0.0263331,0.014452457,0,0,0.002411124,0,0.002667871,0.030366454,0,0,0.611342701,0,0.939606114,0.37162745
512932,0.106976751,0.003301111,0.018452825,0.136356598,0.030622885,0.144610908,0.000701094,0,0.048666028,0,0.0606962,0.040570661,0.035010313,0,0,0.003319185,0,0.001811437,0.013659833,0,0,0.355244172,0,0.877133379,0.561885134
512706,0.072748196,0.019612741,0.019520245,0.141881434,0.114443503,0.248370041,0,0,0.033509943,0,0.069969121,0.063989267,0.037730778,0,0,0.002823664,0,0.00110197,0.005566509,0,0,0.168732589,0,0.864640536,0.597762769
512848,0.029379694,0.009617192,0.013503127,0.12183016,0.040113759,0.126583821,0,0,0.018535849,0,0.073859704,0.05758802,0.064044876,0,0.003355752,0.021454306,0,0.002071699,0,0,0,0.418062041,0,0.93387671,0.461515043
513300,0.070035362,0,0.020228842,0.09946931,0.021415846,0.136494969,0,0,0.018460536,0,0.006763051,0.050756616,0.11506483,0.00558322,0,3.30912994699922e-05,0,0.00099803,0.018005258,0,0,0.436691038,0,0.85589115,0.553940857
513516,0.052867358,0,0.01342013,0.107684046,0.086187856,0.126453853,0.002360454,0,0.033991765,0,0.048735431,0.020345798,0.075338065,0.010784644,0,0,0,0.00143789,4.58045618074198e-05,0,0,0.420346906,0,0.867589963,0.544951378
513632,0.042440626,0,0.00895588,0.058371517,0.023275495,0.111890483,0,0,0.005410017,0,0.03739405,0.007703256,0.044485958,0.011962284,0,0,0,0.001815407,0.005012004,0,0,0.641283022,0,0.945926999,0.343356079
513377,0.042714904,0,0.027730594,0.141319405,0.033434713,0.117092377,0.004095764,0,0.041976962,0,0.012527694,0.029046327,0.042431262,0.001879835,0,0,0,0.001127096,0.008830877,0,0,0.495792189,0,0.921648897,0.448362751
513847,0.046751938,0,0.01666553,0.151187268,0.051655539,0.146149185,0,0,0.036974323,0,0.039576319,0.02684595,0.148997471,0,0,0.002859308,0,0.001541662,0.01908305,0,0,0.311712457,0,0.9132882,0.529131144
514359,0.074194359,0,0.020970567,0.228125416,0,0,0.084241467,0,0.059494827,0,0.055263035,0.075923232,0.040780291,0.009781719,0,0,0,0,0.01080569,0,0.008795342,0.331624054,0,0.846185231,0.600010463
514207,0.031073199,0.011670724,0.0172348,0.091315482,0,0.092946179,0,0,0.028243518,0,0,0.039966801,0.057822967,0,0,0.008923621,0,0.002392167,0.006066099,0,0,0.612344443,0,0.929995543,0.388083729
514345,0.038172726,0,0.00320038,0.043473834,0.062974034,0.102452417,0,0,0,0,0.049541495,0.007643399,0,0.022588206,0,0.004538355,0,0.002001479,0,0.020950753,0,0.64246292,0,0.948043206,0.341220168
514397,0.105656251,0,0.031831706,0.16514532,0.025849716,0.181506268,0.000827008,0,0.023467355,0,0,0.067504716,0.033964868,0,0,0.001421534,0,0.005293897,0.039364032,0,0,0.318167329,0,0.906876687,0.548855745
515161,0.081648547,0,0.041903075,0.18998594,0,0.092617076,0.002621255,0,0.04799139,0,0.050641857,0.064027162,0.025994622,0,0,0.000522857,0,0.009808446,0.028937365,0,0,0.363300407,0,0.869032809,0.570235963
514592,0.062445203,0.013033756,0.016260682,0.148868811,0,0.165930119,0.039021458,0,0,0,0.096400314,0.020906513,0.028449459,0,0,0,0,0.003686082,0.025555819,0,0.004551554,0.37489023,0,0.879801211,0.553480834
513913,0.036914082,0.002215108,0.018675853,0.13735838,0.09526917,0.187812718,0,0,0.011597332,0,0.065990887,0.027942263,0.055075283,0,0,0.005072299,0,0.002180299,0.013939293,0,0,0.339957032,0,0.903743992,0.529992393
514269,0.0805575,0,0.048362273,0.23524401,0,0.032885755,0.080146942,0.024537445,0.038088293,0.022467971,0,0.065977137,0.012799841,0,0,0,0,0.003351119,0.040618677,0,0,0.314963038,0,0.745431562,0.696162693
515468,0.074083782,0.027180882,0.03948721,0.207274898,0,0.104877867,0.005098094,0.010232421,0.056648137,0,0.03380358,0.067958065,0.071579815,0,0,0.000888647,0,0.001530512,0.017415516,0,0,0.281940574,0,0.760629381,0.684183074
515902,0.102555382,0.017425909,0.029531526,0.198002993,0,0.192537949,0,0,0.030234279,0,0.010171536,0.086760316,0.047465017,0,0,0.000284637,0,0.004244184,0.005944201,0,0,0.27484207,0,0.814840556,0.637686522
516735,0.082855542,0,0.021800197,0.166947399,0.05698566,0.124283369,0,0,0.020934046,0,0.120528876,0.07023873,0.027592452,0.017747459,0,0.009789353,0,0,0.000208295,0,0,0.280088623,0,0.904229231,0.545374303
516532,0.069678798,0,0.012291585,0.111617939,0.07780713,0.172777414,0,0,0.007351483,0,0.026346313,0.02054788,0.028650141,0,0,0.008421358,0,0,0.021297331,0,0,0.443212626,0,0.914172046,0.482833729
516696,0.016074798,0.001966764,0.013015488,0.115847582,0,0.116111962,0,0,0.034469619,0,0.097623187,0.071571665,0,0,0,0,0,0.003380949,0,0.041598173,0,0.488339813,0,0.894916861,0.490619469
515607,0.067565493,0.020270265,0.025545618,0.221748292,0,0.212468536,0,0,0.076914197,0,0.001233515,0.071513663,0.066258645,0,0,0,0,0.000984272,0.018750041,0,0.000523901,0.216223563,0,0.799084422,0.657415783
516502,0.045347701,0.004522769,0.021492231,0.114122514,0.003742742,0.130491853,0,0,0.021914344,0,0.063376866,0.046953101,0.00452341,0,0,0.012291193,0,0.003145277,0.019592908,0,0,0.508483092,0,0.908008053,0.4685638
516079,0.068849796,0,0.018960557,0.07520697,0.064450565,0.121984223,0,0,0.012746155,0,0.048780006,0.01508064,0.011192133,0.01056698,0,0.010232631,0,0.001643702,0.004237924,0,0,0.536067718,0,0.943274527,0.396671974
517954,0.0389214,0.025583537,0.022030043,0.162395533,0.072342142,0.129185063,0,0,0.051679684,0,0.01463647,0.043956989,0.038420626,0,0,0.005645085,0,0.001266344,0.017140215,0,0,0.37679687,0,0.903900755,0.523011226
516798,0.091453096,0,0.033374658,0.174816955,0.020168274,0.216482602,0,0,0.049092069,0,0.013211078,0.052031499,0.058183077,0,0,0,0,0.004521438,0.014392602,0,0,0.272272652,0,0.851861895,0.606675319
516723,0.072596273,0,0.017373063,0.132077959,0.020609946,0.152419153,0,0,0.006881777,0,0.107739873,0.035740753,0.032764916,0,0,0.006642894,0,0.001329091,0.015201064,0,0,0.398623239,0,0.908551814,0.506325149
